DATE,TEMP,PRICE,SALES,COUPON,HOLIDAY
3/29/17,58,4.988161765,544,1,0
6/21/16,68,5.99,165,0,0
6/27/14,61.45,5.99,132,0,0
2/12/2015,58.55,5.99,155,0,0
6/22/16,65,5.99,205,0,0
3/30/17,55.9,4.99,572,1,0
6/28/14,64.65,5.99,152,0,0
2/13/15,59,5.99,186,0,0
3/31/17,60.1,4.99,646,1,1
6/23/16,66.9,5.99,188,0,0
10/11/2010,,,,,1
2/14/15,60.1,5.99,180,0,0
6/29/14,70.1,5.99,182,0,0
6/24/16,66,5.99,202,0,0
11/11/2010,,,,,1
12/24/10,,,,,1
2/15/15,59,5.99,194,0,1
6/30/14,71.6,5.99,165,0,0
12/31/10,,,,,1
6/25/16,69.55,5.99,185,0,0
7/1/2014,64,5.99,157,0,0
1/17/11,,,,,1
2/16/15,57,5.99,210,0,1
6/26/16,71.1,5.99,212,0,0
2/21/11,,,,,1
2/17/15,55.9,5.99,206,0,0
3/31/11,,,,,1
7/2/2014,62.1,5.99,209,0,0
6/27/16,70.1,5.99,210,0,0
10/10/2011,,,,,1
2/18/15,55.9,5.99,150,0,0
7/3/2014,63,5.99,195,0,0
11/11/2011,,,,,1
6/28/16,66,5.99,181,0,0
7/4/2014,,,,,1
12/26/11,,,,,1
2/19/15,55.4,5.99,147,0,0
1/2/2012,,,,,1
6/29/16,61.55,5.99,190,0,0
1/16/12,,,,,1
7/5/2014,63.95,5.99,174,0,0
2/20/15,56.2,5.99,138,0,0
2/20/12,,,,,1
6/30/16,66.45,5.99,187,0,0
3/31/12,,,,,1
7/6/2014,65.45,5.99,219,0,0
2/21/15,55.4,5.99,145,0,0
10/8/2012,,,,,1
7/7/2014,64.9,5.99,180,0,0
7/1/2016,64.45,5.99,211,0,0
11/11/2012,,,,,1
2/22/15,55.9,5.99,223,0,0
11/12/2012,,,,,1
7/8/2014,64,5.99,178,0,0
7/2/2016,65.65,5.99,202,0,0
1/21/13,,,,,1
2/23/15,54,5.99,198,0,0
2/18/13,,,,,1
7/9/2014,64.9,5.99,164,0,0
2/24/15,53.1,5.99,184,0,0
4/1/2013,,,,,1
7/3/2016,64,5.99,199,0,0
10/14/13,,,,,1
7/4/2016,,,,,1
2/25/15,54.5,5.99,179,0,0
7/10/2014,64.9,5.99,188,0,0
11/11/2013,,,,,1
7/5/2016,61,5.99,262,0,0
1/20/14,,,,,1
2/26/15,57,5.99,163,0,0
7/11/2014,62.6,5.99,182,0,0
2/15/14,,,,,1
2/17/14,,,,,1
7/6/2016,62.1,5.99,233,0,0
7/12/2014,60.45,5.99,143,0,0
2/27/15,54,5.99,142,0,0
3/31/14,,,,,1
7/7/2016,60.1,5.99,220,0,0
10/13/14,,,,,1
2/28/15,50,5.99,177,0,0
7/13/14,64.9,5.99,164,0,0
11/11/2014,,,,,1
7/8/2016,64,5.99,197,0,0
1/19/15,,,,,1
3/1/2015,52,5.99,228,0,0
7/14/14,70,5.99,176,0,0
2/15/15,,,,,1
7/9/2016,64.9,5.99,216,0,0
2/16/15,,,,,1
3/2/2015,51.55,5.99,181,0,0
7/15/14,72,5.99,149,0,0
3/31/15,,,,,1
7/3/2015,,,,,1
7/10/2016,65.9,5.99,244,0,0
7/16/14,66,5.99,145,0,0
3/3/2015,52.55,5.99,208,0,0
10/12/2015,,,,,1
11/11/2015,,,,,1
7/11/2016,64.9,5.99,264,0,0
3/4/2015,54.5,5.99,188,0,0
7/17/14,65.45,5.99,150,0,0
1/18/16,,,,,1
2/15/16,,,,,1
7/12/2016,64.45,5.99,222,0,0
7/18/14,63,5.99,135,0,0
3/5/2015,58,5.99,206,0,0
3/31/16,,,,,1
10/10/2016,,,,,1
7/13/16,72.95,5.99,230,0,0
3/6/2015,57,5.99,198,0,0
7/19/14,65.55,5.99,153,0,0
11/11/2016,,,,,1
12/26/16,,,,,1
7/14/16,71.1,5.99,193,0,0
3/7/2015,57.45,5.99,211,0,0
7/20/14,66,5.99,195,0,0
1/2/2017,,,,,1
7/15/16,63.95,5.99,238,0,0
1/16/17,,,,,1
3/8/2015,54,5.99,208,0,0
7/21/14,64.9,5.99,185,0,0
2/15/17,,,,,1
7/16/16,65.9,5.99,237,0,0
2/20/17,,,,,1
3/9/2015,55.2,5.99,372,0,0
7/22/14,65.45,5.99,157,0,0
3/31/17,,,,,1
7/17/16,61,5.99,291,0,0
3/10/2015,55,5.99,195,0,0
7/23/14,64.9,5.99,129,0,0
3/11/2015,57,5.99,174,0,0
7/18/16,64,5.99,242,0,0
7/24/14,70,5.99,136,0,0
3/12/2015,60.1,5.99,176,0,0
7/19/16,62.55,5.99,244,0,0
7/25/14,74.45,5.99,89,0,0
3/13/15,64,5.99,150,0,0
7/20/16,64.45,5.99,166,0,0
7/26/14,71.1,5.99,141,0,0
3/14/15,71.55,5.99,202,0,0
7/21/16,62.1,5.99,171,0,0
7/27/14,68,5.99,149,0,0
3/15/15,66,5.99,231,0,0
7/22/16,68,5.99,199,0,0
7/28/14,66.45,5.99,145,0,0
3/16/15,62.35,5.99,210,0,0
7/23/16,68.55,5.99,191,0,0
3/17/15,59,5.99,176,0,0
7/29/14,68,5.99,160,0,0
7/24/16,68,5.99,223,0,0
3/18/15,57,5.99,149,0,0
7/30/14,64.4,5.99,137,0,0
7/25/16,66.9,5.99,220,0,0
3/19/15,59.55,5.99,121,0,0
7/31/14,64.45,5.99,137,0,0
7/26/16,75.55,5.99,201,0,0
3/20/15,57.45,5.99,139,0,0
8/1/2014,66.45,5.99,132,0,0
7/27/16,71.8,5.99,174,0,0
3/21/15,57.9,5.99,180,0,0
8/2/2014,62.35,5.99,153,0,0
7/28/16,68.35,5.99,187,0,0
3/22/15,59,5.99,249,0,0
8/3/2014,61,5.99,213,0,0
7/29/16,68.55,5.99,155,0,0
3/23/15,55.9,5.99,208,0,0
8/4/2014,62.1,5.99,179,0,0
7/30/16,66.45,5.99,191,0,0
7/31/16,63,5.99,243,0,0
3/24/15,57.9,5.99,158,0,0
8/5/2014,66,5.99,153,0,0
8/1/2016,63,5.99,211,0,0
8/2/2016,66,5.99,191,0,0
3/25/15,57.9,5.99,152,0,0
8/6/2014,68,5.99,149,0,0
8/3/2016,63.5,5.99,176,0,0
3/26/15,64.9,5.99,136,0,0
8/4/2016,61,5.99,236,0,0
8/7/2014,63,5.99,188,0,0
8/5/2016,61,5.99,219,0,0
3/27/15,60.1,5.99,173,0,0
8/8/2014,64,5.99,151,0,0
8/6/2016,61,5.99,212,0,0
8/7/2016,61,5.99,263,0,0
3/28/15,60.55,5.99,154,0,0
8/9/2014,61.8,5.99,161,0,0
8/8/2016,63,5.99,232,0,0
8/9/2016,62.1,5.99,227,0,0
3/29/15,61,5.99,201,0,0
8/10/2014,62.6,5.99,238,0,0
8/10/2016,64,5.99,241,0,0
8/11/2016,64,5.99,236,0,0
3/30/15,57.45,5.99,181,0,0
8/11/2014,64.4,5.99,204,0,0
8/12/2016,65.9,5.99,224,0,0
3/31/15,56.45,5.99,193,0,1
8/13/16,66,5.99,237,0,0
8/12/2014,64.9,5.99,157,0,0
8/14/16,64.45,5.99,344,0,0
4/1/2015,54.5,5.99,161,0,0
8/13/14,66,5.99,186,0,0
8/15/16,63,5.99,250,0,0
8/16/16,62.1,5.99,214,0,0
4/2/2015,57.55,5.99,165,0,0
8/14/14,66.9,5.99,146,0,0
8/17/16,64,5.99,209,0,0
8/18/16,64.45,5.99,206,0,0
4/3/2015,54.5,5.99,187,0,0
8/15/14,64,5.99,118,0,0
8/19/16,63.95,5.99,186,0,0
8/20/16,64,5.99,194,0,0
4/4/2015,52.55,5.99,184,0,0
8/16/14,64.4,5.99,190,0,0
8/21/16,62.1,5.99,244,0,0
4/6/2015,55,5.99,250,0,0
8/22/16,62.1,5.99,243,0,0
8/17/14,62.35,5.99,241,0,0
8/23/16,63,5.99,249,0,0
4/7/2015,53.55,5.99,204,0,0
8/18/14,61,5.99,216,0,0
8/24/16,62.55,5.99,177,0,0
8/25/16,62.55,5.99,173,0,0
4/8/2015,54.7,5.99,218,0,0
8/19/14,63.5,5.99,190,0,0
8/26/16,64.9,5.99,194,0,0
8/27/16,63,5.99,254,0,0
4/9/2015,56.45,4.988405104,627,1,0
8/20/14,63,5.99,161,0,0
8/28/16,64.45,5.99,281,0,0
8/29/16,63,5.99,208,0,0
4/10/2015,57.45,4.99,536,1,0
8/21/14,64.9,5.99,143,0,0
8/30/16,68,5.99,171,0,0
8/31/16,66,5.99,201,0,0
8/22/14,64.45,5.99,162,0,0
4/11/2015,57.9,4.99,518,1,0
9/1/2016,62.1,5.99,221,0,0
9/2/2016,64.45,5.99,243,0,0
4/12/2015,60,4.99,681,1,0
8/23/14,63,5.99,158,0,0
9/3/2016,63,5.99,213,0,0
9/4/2016,61.55,5.99,218,0,0
8/24/14,64.2,5.99,229,0,0
4/13/15,55.9,4.988248687,571,1,0
9/5/2016,,,,,1
9/6/2016,67.45,5.99,261,0,0
4/14/15,55,4.99,506,1,0
8/25/14,62.8,5.99,194,0,0
9/7/2016,74,5.99,238,0,0
9/8/2016,64,5.99,202,0,0
4/15/15,60.55,4.99,482,1,0
8/26/14,64.2,5.99,164,0,0
9/9/2016,63,5.99,202,0,0
9/10/2016,62.1,5.99,207,0,0
8/27/14,66.9,5.99,175,0,0
4/16/15,64.45,4.99,403,1,0
9/11/2016,61,5.99,261,0,0
8/28/14,64,5.99,136,0,0
4/17/15,61.55,4.99,414,1,0
9/12/2016,60.45,5.99,265,0,0
9/13/16,62.55,5.99,212,0,0
4/18/15,55.65,4.99,580,1,0
8/29/14,64.9,5.99,148,0,0
9/14/16,64,5.99,150,0,0
9/15/16,61,5.99,214,0,0
4/19/15,55.4,4.99,541,1,0
8/30/14,69.55,5.99,144,0,0
9/16/16,63.5,5.99,166,0,0
9/17/16,65.45,5.99,161,0,0
4/20/15,57,4.99,596,1,0
8/31/14,66.9,5.99,188,0,0
9/18/16,75,5.99,248,0,0
9/1/2014,,,,,1
4/21/15,57.55,4.99,438,1,0
9/2/2014,64.65,5.99,234,0,0
4/22/15,55.9,4.99,378,1,0
9/3/2014,63,5.99,187,0,0
4/23/15,55.9,4.99,404,1,0
4/24/15,57.55,4.99,397,1,0
9/4/2014,62.1,5.99,194,0,0
9/5/2014,62.1,5.99,166,0,0
4/25/15,55.9,4.99,461,1,0
4/26/15,59.55,4.99,498,1,0
9/6/2014,61,5.99,187,0,0
4/27/15,61.55,4.99,414,1,0
9/7/2014,60.1,5.99,231,0,0
4/28/15,57.9,4.99,338,1,0
9/8/2014,59,5.99,223,0,0
4/29/15,59,4.99,328,1,0
9/9/2014,60.1,5.99,176,0,0
4/30/15,73,4.99,274,1,0
9/10/2014,64,5.99,165,0,0
5/1/2015,67.1,4.99,355,1,0
9/11/2014,66,5.99,139,0,0
5/2/2015,57.9,4.99,415,1,0
9/12/2014,66.9,5.99,142,0,0
5/3/2015,57,4.99,522,1,0
5/4/2015,55.9,5.99,200,0,0
5/5/2015,57,5.99,153,0,0
5/6/2015,57,5.99,151,0,0
5/7/2015,55,5.99,171,0,0
5/8/2015,57.45,5.99,190,0,0
5/9/2015,55.4,5.99,174,0,0
5/10/2015,55.9,5.99,173,0,0
5/11/2015,55.45,5.99,256,0,0
5/12/2015,55.9,5.99,178,0,0
5/13/15,57,5.99,173,0,0
5/14/15,55.4,5.99,156,0,0
5/15/15,55.4,5.99,158,0,0
5/16/15,55,5.99,209,0,0
